"name","lat","lon","value"
"Huluvenahalli Cross,BESIDE OPEN AREA",12.919776845,77.3686524124,0.45
"Chandrappa Circle,IN FRONT OF WATER OVER HEAD TANK",12.9104904789,77.3699516202,0.45
"Chandrappa Circle Aralimara,CHUNCHANA KUPPE,IN FRONT OF GOVT. SCHOOL",12.9102128075,77.3736310463,0.45
"Thavarekatte,CHUNCHANA KUPPE,BESIDE OPEN AREA",12.9114892201,77.3829016071,0.45
"Chunchanakuppe,CHUNCHANAKUPPE,IN FRONT OF RENUKA STORE",12.9103980213,77.3863985483,0.45
"Dodda Alada Mara,DODDA ALADAMARA ROAD,OPPOSITE OF DODDALADAMARA",12.9100877283,77.3953744072,0.45
"Kethohalli ,KETHOHALLI,IN FRONT OF GOVERNMENT FAIR PRICE DEPOT",12.9073161198,77.4035906813,0.45
"Ramohalli,RAMOHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.9073501465,77.4182049938,0.45
"Ashrama Ramohalli,RAMOHALLI,IN FRONT OF MYTHREYI GURUKULA ASHRAMA",12.9064122192,77.4287483973,0.45
"Vinayaka Nagara,RAMOHALLI,OPPOSITE OF GANESHA, ANJANEYA TEMPLE",12.9029000961,77.4302530766,0.45
"MGM School,RAMOHALLI,IN FRONT OF SHRINIDHI LODGE",12.8975239433,77.4327648727,0.45
"Chikkanahalli,IN FRONT OF PANCHAYATH OFFICE",12.8813365381,77.3552298546,0.45
"Pachepalya Cross,BESIDE OPEN AREA",12.8854328632,77.3583053978,0.45
"Gollahalli,OPPOSITE OF GOVT. SCHOOL",12.8938574251,77.3615669925,0.45
"Suliwara Cross,IN FRONT OF I.S.R.O. CENTER",12.9022310406,77.3673514807,0.45
"Malligondanahalli,MALIGONDANAHALLI,IN FRONT OF ANJANEYA SWAMY TEMPLE",12.916096542,77.415420888,0.45
"Basammanahalli,BASAMMANAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.8751672897,77.3529995978,0.45
"Chikkanahalli,IN FRONT OF MARAMMA TEMPLE",12.8814073652,77.3551174533,0.45
"Alammana Palya,BESIDE OPEN AREA",12.9363883961,77.3649637347,0.45
"Madapatna,BESIDE OPEN AREA",12.9366157763,77.3729340266,0.45
"Bande Inorapalya,BESIDE OPEN AREA",12.9248197205,77.3693200888,0.45
"Hunnigere,OPPOSITE OF RESIDENCE",12.9229426321,77.3687755013,0.45
"Doddamaranahalli,IN FRONT OF ANJANEYA SWAMI TEMPLE",12.930483978,77.3828596484,0.45
"Muddana Palya,OPPOSITE OF REVANA SIDDESHWARA PROVISION STORE",12.9191784002,77.3821853008,0.45
"Byalalu Janatha Colony,BYALALU,OPPOSITE OF GOVERNMENT MIDDLE SCHOOL",12.8941082517,77.3779193993,0.45
"Byalalu,BYALALU,BESIDE OPEN AREA",12.8872391582,77.3766068928,0.45
"Chandrappa Circle,IN FRONT OF RAJA RAJESHWARI PROVISION STORES",12.9102766514,77.3695441335,0.45
"Byalalu,BYALALU,OPPOSITE OF ANJANEYA TEMPLE",12.8918083532,77.3762535754,0.45
"CK Thandya,C.K.THANDYA,IN FRONT OF WATER TANK",12.8738969815,77.3994954911,0.45
"CK Thandya Cross,C.K.THANDYA,BESIDE OPEN AREA",12.8761557143,77.401140263,0.45
"Gopalnagara,GOPALANAGARA,IN FRONT OF RESIDENTIAL AREA",12.876967974,77.4165591504,0.45
"Sheshagiri Halli Mysore Road,SHESHAGIRI PURA,OPPOSITE OF WATER TANK",12.8808769983,77.4180009978,0.45
"Hagalahalli,HAGALAHALLI,IN FRONT OF HANUMANTHARAYA SWAMY TEMPLE",12.8489897172,77.3302847764,0.45
"Lingegowdana Doddi,OPPOSITE OF GOVERNMENT SCHOOL",12.854893651,77.3334993619,0.45
"Lingegowdana Doddi cross,BESIDE OPEN AREA",12.8565986662,77.3337062509,0.45
"Manchanabele,MANCHANA BELE,OPPOSITE OF S.L.U.TRADERS",12.867081603,77.3345206864,0.45
"Manchanabele Colony,MANCHANA BELE,OPPOSITE OF WATER TANK",12.8715687083,77.3398520109,0.45
"Shanthinagara,BESIDE OPEN AREA",12.8773127685,77.3463357757,0.45
"Gungarahalli,GUNGARAHALLI,IN FRONT OF MARAMMA TEMPLE",12.821400566,77.2878220025,0.45
"LAKSHMIPURA,LAKSHMIPURA,OPPOSITE OF MALLESHWARA SWAMY TEMPLE",12.8312261987,77.2951618915,0.45
"Rampura,RAMPURA,IN FRONT OF ANGANAVADI KENDRA",12.8413269499,77.3275786063,0.45
"Avarehalli,AVERAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.8992740624,77.3369353451,0.45
"Vahale Varadahalli,VARADAHALLI,IN FRONT OF WATER TANK",12.8796177451,77.340925131,0.45
"Vahale Gate,BESIDE OPEN AREA",12.876902884,77.342014295,0.45
"MUKTHINAGA TEMPLE CROSS,RAMOHALLI,OPPOSITE OF ROSE NURSERY",12.9070292157,77.4259884174,0.45
"Sugganahalli,SUGGANAHALLI,OPPOSITE OF K.E.B.OFFICE, BESCOM",12.7995384671,77.318631364,0.45
"Sugganahalli Circle,SUGGANAHALLI,IN FRONT OF R.G.DIGITAL STUDIO",12.8010139133,77.3145900377,0.45
"Bommachannahalli,BOMMACHANAHALLI,IN FRONT OF ANJANEYA TEMPLE",12.8034995638,77.3145832199,0.45
"Bommachanna Halli Temple,KATAMANA DODDI,OPPOSITE OF RESIDENTIAL AREA",12.8150368996,77.3201762924,0.45
"Katammana Doddi,KATAMANA DODDI,IN FRONT OF PUMP HOUSE",12.8210527888,77.3222776649,0.45
"Kaggalahalli,KAGGALAHALLI,IN FRONT OF MILK DAIRY",12.8303403669,77.3247135404,0.45
"Devara Siddiahana Doddi,DEVISIDDAIAHNA DODDI,OPPOSITE OF GANESHA TEMPLE",12.8392444055,77.3274191824,0.45
"Thirumalapura,THIRUMALAPURA,IN FRONT OF ANJANEYA TEMPLE",12.8267457057,77.3117795773,0.45
"Dodda Kuntanahalli,DODDA KUNTANAHALLI,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.8121705819,77.4497723579,0.45
"Seegehalli,SEEGEHALLI,NEAR MILK DAIRY",12.8180908109,77.452351984,0.45
"Chikka Kuntanahalli,IN FRONT OF MILK DAIRY",12.7937486678,77.4383398702,0.45
"Gaviyana Palya,HOSAPALYA COLONY,IN FRONT OF GAVIYANAPALYA MILK DAIRY",12.8409255811,77.4700113388,0.45
"Gangasandra,GANGASANDRA,NEAR GOVERNMENT PRIMARY SCHOOL",12.8462482267,77.470587122,0.45
"Devagere Colony,DEVAGERE,IN FRONT OF FLAG MAST",12.8567583368,77.4652699781,0.45
"Kaggalipura",12.80067595,77.50841491,0.45
"Kaggalipura Colony,KAGLIPURA,IN FRONT OF DOOR NO C-63",12.8064195908,77.503138551,0.45
"Dinnepalya,DINNE PALYA,BESIDE BYRAVESHWARA STORE",12.8111763339,77.4923821034,0.45
"Utthari,UTTARI,OPPOSITE OF DOOR NO 35",12.8181339707,77.4928572681,0.45
"Aladamara ,THIMMEGOWDAN PALYA,BESIDE OPEN AREA",12.8243460569,77.4899349625,0.45
"Banjara Palya,BANJARPALYA,IN FRONT OF DOOR NO 11",12.8304040987,77.4856147323,0.45
"Byrasandra,BYRASANDRA,IN FRONT OF DOOR NO 16",12.8348860059,77.4853956893,0.45
"Agara",12.842914,77.486244,0.45
"Hosapallya,GANGASANDRA,IN FRONT OF LAKSHMI PROVISION STORE",12.8421561075,77.4838747229,0.45
"Byrohalli,OLD BYROHALLI,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.9235866107,77.4491609819,0.45
"Mayasandra,MAYASANDRA,OPPOSITE OF ARALIMARA",12.8767539589,77.3775358463,0.45
"Dodderi Grama,DODDERI VILLAGE,IN FRONT OF RESIDENTIAL AREA",12.8664070084,77.3766563524,0.45
"Dodderei Colony,IN FRONT OF GOVERNMENT SCHOOL & COLLEGE",12.8673599749,77.3842609854,0.45
"CK Thandya Cross,BESIDE OPEN AREA",12.8654379081,77.3922750855,0.45
"Karenahalli Cross,BESIDE OPEN AREA",12.8621632384,77.3949905593,0.45
"Muthurayana Pura,OPPOSITE OF MUTHURAYA SWAMY TEMPLE",12.8594344423,77.4013031873,0.45
"Hejjala,HEJJALA,IN FRONT OF CANARA BANK",12.8560291877,77.4170034582,0.45
"Avaragere,AVARAGERE,IN FRONT OF ANGANAVADI",12.8201649897,77.3807913903,0.45
"Vajarahalli Cross,AVARAGERE,BESIDE OPEN AREA",12.8251352897,77.3821054733,0.45
"Bannikuppe,BANNIKUPPE,IN FRONT OF BASAVANNA TEMPLE",12.8469668986,77.3838330517,0.45
"Kurubara Karenahalli,BANNIKUPPE,IN FRONT OF HANUMANTHARAYA TEMPLE",12.85463488,77.3840011909,0.45
"Bethimgere,BETHAMGERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.8568998588,77.3648405946,0.45
"MPalya,BETHAMGERE,BESIDE RESIDENTIAL AREA",12.8611707687,77.3623579927,0.45
"Mallata Halli,MALLATHAHALLI,BESIDE RESIDENTIAL AREA",12.8672765434,77.3615310149,0.45
"Ganakkal,OPPOSITE OF ANJANEYA TEMPLE",12.8522283521,77.3572398115,0.45
"Ankana Halli,OPPOSITE OF KIRAN PROVISION STORE",12.8565751661,77.3573923926,0.45
"Kempa Dyapanahalli,KENDAPPANAHALLI,BESIDE RESIDENTIAL AREA",12.8669554631,77.3542842988,0.45
"Bande,MALLATHAHALLI,OPPOSITE OF PADMAVATHI STORE",12.8668224796,77.3591814489,0.45
"Kakaramana Halli,OPPOSITE OF BASAVANNA TEMPLE",12.8301288094,77.3630951811,0.45
"Borehalli,IN FRONT OF WATER TANK",12.8436408949,77.3580625211,0.45
"Guddadahalli Dinne,IN FRONT OF RESIDENTIAL AREA",12.8336182795,77.3442171235,0.45
"Guddada Halli Dinne Cross,NEAR KERE",12.8318988108,77.3608689066,0.45
"Sulikere,SULIKERE,IN FRONT OF VISHWESHWARA SWAMI HIGH SCHOOL",12.9386608768,77.4478718452,0.45
"Bande Maramma Bus Station,NAGARABHAVI 2ND STAGE,BESIDE BMTC MAIN STAND",12.9668308809,77.5160578246,0.45
"Malagala Park",12.96929,77.51471,0.45
"Bridge Nagarabavi,SHAKTHI GARDEN, KALYANA NAGARA,IN FRONT OF MAHALAKSHMI DENTAL CLINIC",12.9691788834,77.51793148,0.45
"Kalyananagara,Moodalapalya,New Baldwin Public School",12.967769,77.523879,0.45
"Moodalapalya Circle,Moodalapalya Circle,IN FRONT OF VINAYAKA CLOTH STORE",12.970691,77.524868,0.45
"Priyadarshini Layout Mudlapalya,PRIYADARSHINI LAYOUT,IN FRONT OF AUJAN GLASS & PLYWOODS",12.9712918773,77.526712697,0.45
"Saraswathi Nagara Vijayanagara Bank Colony,POOJAPPA LAYOUT,NEAR BY VISHVESHWARAYA CREDIT CO-OPERATIVE BANK",12.9738641158,77.5303719006,0.45
"Panchsheela Nagara,PANCHASHEELA NAGARA,BESIDE MANJUNATHA UPAHARA AND MOWNESHWARA WOOD & FURNITURES",12.9744004002,77.5208301887,0.45
"Srinivas Nagara,SRINIVASANAGARA,BESIDE MANNAPURAM GOLD LOAN, NAKSHATHRA BAR & RESTAURANT",12.9765384601,77.5235400712,0.45
"patteghar circle,PATTEGARAPALYA,IN FRONT OF S.H.K.KALYANA MANTAPA",12.9763677883,77.5259777198,0.45
"Prashanthanagar,PRASHANTHA NAGARA,OPPOSITE OF A.S.C.DEGREE COLLEGE",12.976251341,77.531005042,0.45
"Jayanagara 9th Block,LAST BUS STOP",12.91722,77.58934,0.45
"ITI Layout",12.95116,77.52182,0.45
"Nagarabhavi 1st Stage 3rd Block",12.9524861092,77.5203242908,0.45
"Ambedkar College Circle,80FEET OUTER RING ROAD,BESIDE AMBEDKAR COLLEGE",12.9604445212,77.504976159,0.45
"NGEF Layout Nagarabhavi,NGEF LAYOUT,OPPOSITE OF TEJASWINI PHARMA",12.9611506144,77.5097436566,0.45
"Nagarabhavi 12th Block,NAGARABHAVI,OPPOSITE OF BHARATHIYA STATE BANK",12.960991967,77.5122197039,0.45
"Nagarabhavi Circle,CHANDRA LAYOUT,BESIDE OPEN AREA, NEAR SRI BALAJI SENATE",12.9596217535,77.5203752238,0.45
"Amma Ashrama",12.9461,77.48664,0.45
"Bangalore Children Hospital,KANDASWAMY LAYOUT, RAJESHWARI NAGARA,IN FRONT OF SRI VINAYAKA ENTERPRISES",12.9098601407,77.5135467213,0.45
"Machohalli,MACHOHALLI,IN FRONT OF ARALI KATTE",13.006074958,77.4529562345,0.45
"Machohalli Colony,MACHOHALLI,BESIDE RESIDENTIAL AREA",12.9969776329,77.4517786503,0.45
"Machohalli Cross",12.99093717,77.45448863,0.45
"Forest Gate",12.99173517,77.45898066,0.45
"Chikkagollarahatti",12.99145471,77.46577014,0.45
"Gollarahatti",12.98827564,77.47352385,0.45
"College Stop Gollarahatti",12.98611191,77.47819171,0.45
"Kachohalli,KACHOHALLI,BESIDE ASHWATHA KHATTE",13.0001609274,77.4707274302,0.45
"Kachohalli Cross",12.9904416,77.46899681,0.45
"Bylakonenahalli,BYLAKONDANAHALLI,IN FRONT OF WATER TANK",13.0109583959,77.4599192385,0.45
"Chikkamaskal,OPPOSITE OF GOVERNMENT SCHOOL",12.9200579662,77.3301183592,0.45
"Bairegowdana Palya Cross,IN FRONT OF WATER TANK",12.9188928436,77.323676493,0.45
"Gowdana palya,IN FRONT OF ARALIMARA",12.9272220926,77.3184906161,0.45
"Adikamaranahalli,IN FRONT OF MARAMMADEVI TEMPLE ARCH",12.9473664891,77.3096211534,0.45
"Shanubhogana Halli,THIPPAGONDANAHALLI,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL",12.9615871189,77.325034337,0.45
"Thippagondanahalli Quarters,THIPPAGONDANAHALLI,OPPOSITE OF MARUTHI TAILORS",12.9528030186,77.3357270222,0.45
"TGHalli TB Gate,THIPPAGONDANAHALLI,IN FRONT OF T.B.GATE",12.9624807385,77.3430094167,0.45
"Gangappana halli,IN FRONT OF MILK DAIRY",12.9581832459,77.3517849687,0.45
"Cholanayakanahalli,CHOLANAYAKANA HALLI,IN FRONT OF MARAMMA TEMPLE",12.9604313616,77.3594978359,0.45
"Marenahalli,MARENAHALLI,BESIDE RESIDENTIAL AREA",12.9732060526,77.361445874,0.45
"Devamachohalli,DEVAMACHANAHALLI,OPPOSITE OF ANJANEYA TEMPLE",12.9666454833,77.3794400581,0.45
"Tavare Kere Magadi Road,TAVAREKERE,IN FRONT OF MARUTHI MEDICALS",12.9658490234,77.4000432708,0.45
"Ganesha Temple Tavarekere,TAVAREKERE,IN FRONT OF GANAPATHI TEMPLE",12.9670859864,77.4031833231,0.45
"Sub Register Office,LAKKUPPE,IN FRONT OF LAKSHMI VENKATAESHWARA PROVISION STORE",12.9700428946,77.4099457497,0.45
"Channadasi Palya,CHANNENADASI PALYA,BESIDE OPEN AREA",12.9708903003,77.4147267826,0.45
"Honnagana Hatti,HONNAGANA HATTI,IN FRONT OF BYLANAJANEYA ENTERPRISES",12.9743037531,77.4211910062,0.45
"Channenahalli",12.9780403461,77.4306490268,0.45
"Hamsa Farm,HAMSA FARM,BESIDE OPEN AREA",12.9817816105,77.4396216306,0.45
"Sigehalli Gate,SIGEHALLI,IN FRONT OF NANJUNDESHWARA STORE",12.9842041153,77.4439730868,0.45
"Kadabagere Cross",12.9890475676,77.4493107617,0.45
"Biskur,IN FRONT OF VETERINARY HOSPITAL",13.0871904641,77.1418627258,0.45
"Sanjeevana Palya,BESIDE OPEN AREA",13.0831298166,77.1500349992,0.45
"MARURU,IN FRONT OF SOWMYA SHREE PROVISION STORE",13.0569975582,77.1594995677,0.45
"Shivanasandra,IN FRONT OF ASHWATHA KATTE",13.0235961029,77.1640487377,0.45
"Kaleri,OPPOSITE OF GOVERNMENT SCHOOL",13.0088739842,77.1682342049,0.45
"Kalya Gate,MAGADI,IN FRONT OF GANESHA TEMPLE",12.9579531823,77.2213819739,0.45
"Magadi,MAGADI,OPPOSITE OF TATA PRERANA MOTORS",12.9521257168,77.2275051516,0.45
"Maralagondalu,MARALAGONDALA,IN FRONT OF MUTURAYASWAMY TEMPLE",12.9475142387,77.2712349779,0.45
"Varadenhalli Hand Post,OPPOSITE OF GANGADHARESHWARA TRADERS",12.954978852,77.3126902383,0.45
"Magadi",12.9554998688,77.2272284701,0.45
"Govt First Grade College",12.9604,77.23097,0.45
"BELAGUMBA",12.9949061337,77.2464230695,0.45
"CHALUVAIAHANPALYA",12.9921852647,77.2646367264,0.45
"Gollarapalya",12.9752685284,77.2793338117,0.45
"Thagachuguppe",12.9599644606,77.2902700088,0.45
"Shanubhogana Halli",12.9612721173,77.3247908994,0.45
"Helige Halli Colony",12.876178734,77.2067405004,0.45
"Heligehalli Gollarahatti",12.880314,77.19202,0.45
"Kenchanapura,KENCHANAPURA,IN FRONT OF ABAYA ANJANEYA TEMPLE",12.9540113267,77.4506845605,0.45
"Kannalli,KANNALLI,BESIDE RESIDENTIAL AREA",12.9663074825,77.4589453682,0.45
"Yale Kodigehalli,ELE KODIGE HALLI,IN FRONT OF M.V.ENTERPISES",12.9773210289,77.4640476807,0.45
"Yale Kodigehalli Colony,KODIGEHALLI,IN FRONT OF SRIDEVI CONDIMENTS",12.9807994901,77.4667731193,0.45
"Gnanashakti Nagar",12.985245,77.458568,0.45
"Ashraya Badavane",12.98861,77.47259,0.45
"Bharathnagar 2nd Stage",12.97864,77.47786,0.45
"Bharath Nagara 1st Phase",12.98237,77.48021,0.45
"Anjananagar Gollarahatti",12.98631775,77.48866704,0.45
"Herohalli Cross",12.98768854,77.49354275,0.45
"Sunkadakatte",12.9902782344,77.5039166698,0.45
"Laxmaiah Badavane",12.980806,77.464387,0.45
"Laxmaiah Badavane Cross",12.989998,77.469636,0.45
"Seegehalli,SIGEHALLI,IN FRONT OF SAMUDAYA BHAVANA",12.9727375042,77.4492094293,0.45
"Kenchanapura,KENCHANAPURA,IN FRONT OF LAKSHMI PROVISION STORE",12.9573847127,77.45008534,0.45
"Savanadurga,BEHIND LAKSHMINARASIMHA SWAMY TEMPLE",12.9155934501,77.2974421271,0.45
"Nayakanapalya,IN FRONT OF PUMP HOUSE",12.90376282,77.2812090737,0.45
"Guddadahalli,BESIDE OPEN AREA",12.9152932398,77.268516118,0.45
"Gavi Nagamangala Cross,IN FRONT OF BASAVESHWARA TEMPLE ARCH",12.9360981998,77.2433297089,0.45
"Magadi,IN FRONT OF PUSHPAGIRI BAKERY & SWEETS",12.9512483187,77.237381988,0.45
"Bramha Devara Gudda",12.9748,77.47533,0.45
"Madeshwara Nagara",12.99218,77.4943,0.45
"Annapoorneshwari Nagara,ANNAPOORNESHWARI NAGARA,NEAR ANNAPOORNESHWARI BAKERY",12.9805590771,77.506865859,0.45
"Kebbala,SUNKADA KATTE,IN FRONT OF RENUKA BAR & RESTAURANT",12.9874456488,77.5044157449,0.45
"Cholanayakanahalli,CHOLANAYAKANA HALLI,IN FRONT OF PRIMARY SCHOOL",12.9604159389,77.3595898692,0.45
"Yelachaguppe,YELACHAGUPPE,IN FRONT OF ANJANEYA TEMPLE",12.9589507822,77.4212578597,0.45
"Doddamarana Halli,IN FRONT OF MARAMMA TEMPLE",12.9305461472,77.3828181812,0.45
"Jodi Aladamara,NEAR JODI ALADAMARA",12.940035928,77.3777661938,0.45
"Puradapalya,IN FRONT OF ALADAMARA",12.9471058957,77.3811576795,0.45
"Peddanapalya School,TAVAREKERE,OPPOSITE OF GOVERNMENT SCHOOL",12.9596505873,77.3893246707,0.45
"Bychakuppe Gate,TAVAREKERE,IN FRONT OF WATER TANK",12.9676837195,77.38859687,0.45
"Ganakkal,TAVAREKERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.9573689494,77.382199131,0.45
"Karekal Palya,BESIDE OPEN AREA",12.9339904691,77.3814820324,0.45
"Ramohalli,RAMOHALLI,IN FRONT OF WATER TANK",12.9073233236,77.4179834719,0.45
"Maragondanahalli Cross,MARAGONDANAHALLI,IN FRONT OF ASHWATHA KATTE",12.9221274529,77.4168753032,0.45
"Muddayyanapalya,OPPOSITE OF GOVT. SCHOOL",12.9319566254,77.417179634,0.45
"Gulaganjanahalli,GULAGANJANAHALLI,IN FRONT OF MARAMMA TEMPLE",12.9368629648,77.4187455245,0.45
"Halabavi Palya,GULAGANJANAHALLI,IN FRONT OF GOVT. SCHOOL",12.9420153775,77.4157055204,0.45
"Eshwara Temple,OPPOSITE OF ESHWARA TEMPLE",12.9534547061,77.4116521013,0.45
"Puttaiahna Palya ,OPPOSITE OF MILK DAIRY",12.9565201368,77.4106421457,0.45
"Manchenahalli,MANCHENAHALLI,BESIDE MILK DAIRY",13.0349665135,77.3578280769,0.45
"Gowdana palya,POOJAIEN PALYA,BESIDE OPEN AREA",13.0292049815,77.3599696563,0.45
"Ajeez palya,BOLAMARANAHALLI,BESIDE PROVISION STORE",13.0271806741,77.3670369972,0.45
"Sondekoppa,SONDEKOPPA,BESIDE GRAMA PANCHYATH OFFICE",13.0199071993,77.3842480121,0.45
"Mallasandra,MALLASANDRA,BESIDE SRI RUDRESHWARA PROVISION STORE",13.0027582124,77.3940372281,0.45
"Metipalya,METTI PALYA,BESIDE SOCIETY",12.99414807,77.4021664169,0.45
"Varthuru,VARTHURU,BESIDE MARAMMA TEMPLE",12.985597253,77.4020662779,0.45
"Jettipalya,TAVAREKERE,BESIDE OPEN AREA",12.9699225258,77.3994001374,0.45
"Gollahalli,IN FRONT OF GOVT. SCHOOL",12.8937273379,77.3613488115,0.45
"Suliwara,IN FRONT OF GOVT. SCHOOL",12.9030119513,77.3621158595,0.45
"Kurubara Palya,OPPOSITE OF WATER TANK",12.9114701602,77.3627060951,0.45
"Kurubarapalya Cross,CHANDRAPPA CIRCLE,OPPOSITE OF WATER TANK",12.9141249738,77.3673456072,0.45
"Giddenahalli,GIDDENA HALLI,IN FRONT OF ARALI KATTE",12.9925861023,77.4180694018,0.45
"Maimanapalya,MAHIMANNANA PALYA,IN FRONT OF ANJANEYA TEMPLE",12.9857439746,77.4273339387,0.45
"Huluvenahalli,IN FRONT OF MILK DAIRY",12.9194975205,77.36538768,0.45
"Huluvenahalli Gate,BESIDE OPEN AREA",12.920025547,77.3685646702,0.45
"Kudu Siddanapalya,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.9325620364,77.3716326524,0.45
"Gangena Halli,GANGENAHALLI,BESIDE SRI MARAMMA DEVI PRASANNA TEMPLE",12.9833443835,77.392886309,0.45
"Gangenahalli Cross",12.97263,77.40012,0.45
"Jogerahalli,JOGERAHALLI,IN FRONT OF KAALA BYRAVA TEMPLE",12.9855075013,77.3742439505,0.45
"Jogerahalli Cross,JOGERAHALLI,BESIDE OPEN AREA",12.9746234703,77.3738901253,0.45
"Karikallu",12.9742116124,77.3739774407,0.45
"Devamachohalli",12.9666761845,77.3793856579,0.45
"Byachaguppe Gate",12.9676495596,77.3885757918,0.45
"Hunnigere,HUNIGERE,BESIDE MARAMMA TEMPLE",13.0328962673,77.3963606916,0.45
"Gerahalli,GERAHALLI,BESIDE RESIDENTIAL AREA",13.0370941509,77.3906913631,0.45
"Mantanakurchi,MANCHANKHURKI,BESIDE ANJANEYA TEMPLE",13.044025423,77.3848935775,0.45
"Kanuvanahalli,KANUVANA HALLI,BESIDE WATER TANK",12.9948783852,77.3645272292,0.45
"Nagasandra Palya,NAGASANDRA PALYA,BESIDE MARAMMA TEMPLE",13.0014733102,77.37771576,0.45
"Banasawadi,BANASAWADI,BESIDE ANGANWADI KENDRA",13.0147335213,77.3654673435,0.45
"Soladevana Halli,SOLADEVANAHALLI,IN FRONT OF ANJANEYA TEMPLE",13.0068432167,77.3511989135,0.45
"Lakshmipura,LAKSHMI PURA,IN FRONT OF MARAMMA TEMPLE",12.9896094952,77.3830705517,0.45
"Hosa Palya Gate,HOSAPALYA,BESIDE OPEN AREA",12.983592002,77.38721792,0.45
"Bychakuppe,BAYCHAGUPPE,BESIDE RESIDENTIAL AREA",12.9697823873,77.3885755721,0.45
"Annekarana Halli,ATHIMGERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.8696757182,77.2700377833,0.45
"Athimagere Village,Manchanabele",12.870613,77.278888,0.45
"Athimgere Gate,ATHIMGERE,IN FRONT OF ARCH SHANIMAHATHMA TEMPLE",12.8746638376,77.2834693759,0.45
"Matha,MATHA VILLAGE,IN FRONT OF WATER TANK",12.8812065348,77.2916709725,0.45
"Matha Gate,NEAR ANJANEYA TEMPLE",12.8889032278,77.2936677029,0.45
"Dabbaguli,Dabbaguli,IN FRONT OF ANGANAVADI KENDRA",12.890788,77.322756,0.45
"Dabbaguli Cross,Dabbaguli",12.879728,77.316198,0.45
"Dodderi Grama,DODDERI VILLAGE,OPPOSITE OF GOVERNMENT SCHOOL",12.8663712564,77.3782080206,0.45
"Mayasandra,MAYASANDRA,IN FRONT OF ARALIMARA",12.8767083972,77.3774442599,0.45
"Donnenahalli,DONENAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.8844112974,77.3751623982,0.45
"Aralimarada Palya,IN FRONT OF WATER TANK",12.9304014333,77.3647934385,0.45
"Madapatna,IN FRONT OF GOVERNMENT FAIR PRICE DEPOT",12.9328349512,77.3607558757,0.45
"Hosapalya,BESIDE OPEN AREA",12.9503892789,77.3574357268,0.45
"Kallur",12.9459258076,77.3180944193,0.45
"TGHalli",12.9522764026,77.3353929838,0.45
"T B Cross",12.962512936,77.3428916905,0.45
"Gangappana halli",12.9581621708,77.3517991574,0.45
"Andrahalli,ANDARAHALLI,BESIDE GANDHI ENTERPRISES",13.0079033634,77.4849448304,0.45
"Vidyamanyanagar,VIDHYAMANYA NAGARA,BESIDE S.G.T.MOTORS",13.0046617586,77.4874159004,0.45
"Herohalli,HEROHALLI,BESIDE SRI MUTTAPPAN BAKERY",12.9915064105,77.4875231588,0.45
"Upkar Badavane",12.96038,77.48346,0.45
"Muddana Palya",12.966375,77.487767,0.45
"Gidadakonenahalli,Muddanapalya",12.974596,77.487792,0.45
"East West College Cross",12.985528,77.486296,0.45
"Bhavani Nagara 2nd Stage",12.95583,77.48695,0.45
"Sripathi Halli,IN FRONT OF PRIMARY SCHOOL",12.9626139323,77.1678776679,0.45
"Nagarabhavi 9th Block",12.96868,77.51026,0.45
"D Group Employees Layout",12.978245,77.498576,0.45
"Eerannapalya Sunkadakatte",12.975567,77.497678,0.45
"D Group Employees Layout Cross,Annapoorneshwari Nagara,Image Granites",12.969993,77.49656,0.45
"ITI Layout Mallathalli",12.968819,77.500034,0.45
"Ravuthanahalli,RAVUTHANAHALLI,BESIDE LAKSHMIDEVI TEMPLE",13.0266347802,77.4238303578,0.45
"Chamundi Nagara Magadi Road,SHANTHI NAGARA,BESIDE OPEN AREA",13.0199137827,77.421937157,0.45
"Devananjayyana Palya,CHAMUNDI NAGARA,BESIDE OPEN AREA",13.0145967553,77.4204259243,0.45
"Kittanahalli,KITTANAHALLI CROSS,BESIDE OPEN AREA",13.0092255733,77.4215861095,0.45
"Betta Halli Gate,BETTAHALLI CROSS,BESIDE GANESHA TEMPLE",13.0081972535,77.4348557259,0.45
"Byandana Halli,BYANDHALLI,BESIDE GOVERNMENT PRIMARY SCHOOL",13.0059847422,77.4422800262,0.45
"Byandana Halli Colony,BYANDHALLI COLONY,BESIDE RESIDENTIAL AREA",13.0033044709,77.4423833936,0.45
"Janapriya Town Ship",12.99909582,77.44280529,0.45
"Mutturayaswamy Temple Magadi Road",12.99198446,77.4426586,0.45
"Kadabagere Gate",12.98907484,77.44956373,0.45
"Kadabagere ,KADABAGERE,IN FRONT OF ANJANEYA TEMPLE",12.9969205521,77.4331094697,0.45
